id,Carma,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon
2182,Solkan,Solkan Poqwer,,Slovenia,Hydro,Dam on river with reservoir,32.0,45.9778945,13.652222
2183,Mariborski Otok,Mariborski Otok Poqwer,,Slovenia,Hydro,Dam on river with reservoir,60.0,46.5619611,15.62548335
2184,Avce,Avce,,Slovenia,Hydro,Pumped Storage Power Plant,185.0,46.1017665,13.665539
2185,Vuhred,Vuhred Poqwer,,Slovenia,Hydro,Dam on river with reservoir,72.3,46.591161,15.2565
2186,Ozbalt,Ozbalt Poqwer,,Slovenia,Hydro,Dam on river with reservoir,73.2,46.581922,15.4020445
2187,Djale,Djale,,Croatia,Hydro,Dam on river with reservoir,40.8,43.59641665,16.71783335
2188,Orlovac,Orlovac,,Croatia,Hydro,Dam on a lake,237.0,43.5481,16.8272778
2189,Ozalj,Ozalj,,Croatia,Hydro,Dam with run-of-river generation,5.5,45.61048335,15.4698722
2190,Golubic,Golubic,,Croatia,Hydro,Dam on river with reservoir,7.5,44.08944445,16.20936665
2191,Zakucac,Zakucac,,Croatia,Hydro,Dam on river with reservoir,522.0,43.4514111,16.69565555
2192,Gojak,Gojak,,Croatia,Hydro,Dam with run-of-river generation,55.5,45.28250555,15.24595555
2193,Sisak,Sisak,,Croatia,Oil,Sub-critical Steam Turbine,420.0,45.45995555,16.39636665
2194,Rijeka Tpp,Rijeka,,Croatia,Oil,Sub-critical Steam Turbine,320.0,45.29365555,14.5131278
2195,Senj,Senj System,,Croatia,Hydro,,216.0,44.9661722,14.91671665
2196,Cakovec,Cakovec,,Croatia,Hydro,Dam with run-of-river generation,76.0,46.3478722,16.46419445
2197,Jertovec Repower,Jertovec,,Croatia,Natural Gas,Combined Cycle Gas Turbine,78.0,45.9026335,15.9573665
2198,Plomin,Plomin,,Croatia,Coal,Sub-critical Thermal,330.0,45.13683335,14.17255555
2199,Sklope,Sklope,,Croatia,Hydro,Dam on river with reservoir,22.5,44.72891665,15.22196665
2200,Dubrava,Dubrava,,Croatia,Hydro,Dam with run-of-river generation,76.0,46.3280278,16.7454222
2201,Varazdin,Varazdin,,Croatia,Hydro,Dam with run-of-river generation,94.0,46.3261722,16.3030889
2202,Vinodol,Vinodol System,,Croatia,Hydro,Dam on river with reservoir,90.0,45.22499445,14.67610555
2203,Kraljevac,Kraljevac,,Croatia,Hydro,Dam with run-of-river generation,46.4,43.43104445,16.8873111
2204,Castejon Iberdrola,Castejon Iberdrola,,Spain,Natural Gas,Combined Cycle Gas Turbine,400.0,42.17046,-1.683404
2205,Lanau,Lanau,,France,Hydro,Dam on river with reservoir,21.0,44.96216665,3.04316665
2206,Mallemort,Mallemort,,France,Hydro,Dam with run-of-river generation,101.0,43.7233620571,5.19222644806
2207,Vinon,Vinon,,France,Hydro,Dam on a lake,32.5,43.7247535,5.8189035
2208,Grandval,Grandval,,France,Hydro,Dam on river with reservoir,74.0,44.97761665,3.07891665
2209,Orlu,Orlu,,France,Hydro,Dam on a lake,88.8,42.6951565,1.8999955
2210,Aramon,Aramon Oil,,France,Oil,Sub-critical Steam Turbine,1400.0,43.885909811,4.66786544873
2211,Argentiere,Argentiere Bessee,,France,Hydro,Dam on a lake,38.0,44.107929,6.6416185
2212,Lugo Di Nazza,Lugo Di Nazza,,France,Hydro,Dam on a lake,39.0,42.016018,9.2192675
2213,Beauvoir,Beauvoir,,France,Hydro,Dam with run-of-river generation,39.0,45.136461,5.3214375
2214,Havre ,Edf Le Havre,,France,Coal,Sub-critical Thermal,1995.0,49.482825,0.139565
2215,Sainte Tulle,Sainte Tulle &,,France,Hydro,Dam with run-of-river generation,97.0,43.7877275,5.7706795
2216,Golinhac,Golinhac,,France,Hydro,Dam on river with reservoir,45.0,44.4792889229,2.58918785095
2217,Quinson,Quinson,,France,Hydro,Dam on river with reservoir,41.0,43.7010055,6.0460605
2218,Sautet,Sautet Le,,France,Hydro,Dam on river with reservoir,76.0,44.8177035,5.927753
2219,Villeneuve Sur Lot,Lot,,France,Hydro,Dam on a lake,28.6,44.5315,1.69033335
2220,St George  Commiers,Saint Georges Commiers,,France,Hydro,Dam on river with reservoir,60.0,45.0222695,5.6946315
2221,Enchanet,Enchanet,,France,Hydro,Dam on river with reservoir,35.0,45.14933335,2.26366665
2222,Gdansk ,Wybrzeze Gdansk Gdynia,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,322.5,54.377928,18.6410835
2223,Rybnik,Rybnik,,Poland,Coal,Sub-critical Thermal,1775.0,50.134165,18.522955
2224,Marcillac,Marcillac,,France,Hydro,Dam on a lake,30.0,45.2418505,0.757106
2225,Terni Edison,Edison Terni,,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,100.0,42.5536665,12.6181055
2226,Nentilla,Nentilla,,France,Hydro,Dam on a lake,97.0,42.7873115,2.2228715
2227,Blenod,Blénod,,France,Coal,Sub-critical Thermal,750.0,48.7332705,5.9598985
2228,Allement,Allement,,France,Hydro,Dam on river with reservoir,32.0,46.0354265,5.3825985
2229,Grangent,Grangent,,France,Hydro,Dam on river with reservoir,37.0,45.454925,4.243935
2230,Ocana Corse,Ocana,,France,Hydro,Dam on a lake,42.5,41.9526655,8.9349475
2231,Castillon,Castillon,,France,Hydro,Dam on river with reservoir,68.0,43.864,6.52733335
2232,Champcella,Champcella,,France,Hydro,Dam on a lake,12.0,44.8301855,6.573775
2233,Turbigo Levante,Edipower Turbigo And,,Italy,Natural Gas,Thermal and CCGT,1770.0,45.5254318085,8.73945289002
2234,Torrao,Torrao,,Portugal,Hydro,Pumped Storage Power Plant,146.0,41.0922835,-8.248446
2235,Raiva,Raiva,,Portugal,Hydro,Dam with run-of-river generation,24.0,40.316276,-8.2362355
2236,Salamonde,Salamonde,,Portugal,Hydro,Dam on river with reservoir,42.0,41.686759,-8.09163
2237,Lares,Lares,,Portugal,Natural Gas,Combined Cycle Gas Turbine,862.0,40.137776,-8.818443
2238,Alto Rabagao,Alto Rabagao,,Portugal,Hydro,Dam on river with reservoir,68.0,41.7506305,-7.86041
2239,Ribatejo,Ribatejo,,Portugal,Natural Gas,Combined Cycle Gas Turbine,1176.0,39.0115526,-8.9510760145
2240,Cabril,Cabril,,Portugal,Hydro,,97.0,39.9105475,-8.132008
2241,Regua,Regua,,Portugal,Hydro,Dam with run-of-river generation,156.0,41.155663,-7.7341845
2242,Sines,Sines,,Portugal,Coal,Sub-critical Thermal,1192.0,37.93120901,-8.805245427
2243,Crestuma Lever,Crestuma Lever,,Portugal,Hydro,Dam with run-of-river generation,108.0,41.068605,-8.4932445
2244,Vilar Tabuaco,Vilar Tabuaco,,Portugal,Hydro,Dam on river with reservoir,64.0,41.0516235,-7.551617
2245,Setubal,Setubal,,Portugal,Oil,Sub-critical Steam Turbine,1000.0,38.5171992948,-8.8665984726
2246,Touvedo,Touvedo,,Portugal,Hydro,Dam on river with reservoir,22.0,41.80746,-8.356127
2247,Lindoso,Lindoso Brazil,,Portugal,Hydro,,42.0,41.857436,-8.2713625
2248,Alto Lindoso,Alto Lindoso,,Portugal,Hydro,Dam on river with reservoir,630.0,41.7655952529,-8.20713264466
2249,Fratel,Fratel,,Portugal,Hydro,Dam with run-of-river generation,132.0,39.5262017006,-7.80910666961
2250,Bemposta,Bemposta,,Portugal,Hydro,Dam with run-of-river generation,401.0,41.3057725,-6.486389
2251,Tunes,Tunes Ocgt,,Portugal,Oil,Open Cycle Gas Turbine,197.0,37.165901,-8.275121
2252,Miranda Douro,Miranda,,Portugal,Hydro,Dam with run-of-river generation,390.0,41.326756,-7.026317
2253,Esch Sur Alzette,Esch Sur Alzette Luxembourg,,Luxembourg,Natural Gas,Combined Cycle Gas Turbine,385.0,49.5114285,5.964078
2254,Krakow Leg,Krakow,,Poland,Coal,,460.0,50.054083,20.006472
2255,Koronowo,Koronowo,,Poland,Hydro,Dam on river with reservoir,26.0,53.2944991339,17.9448415542
2256,Zur,Zur,,Poland,Hydro,Dam on river with reservoir,8.0,53.560754,18.358823
2257,Servola Steel,Servola,,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,180.0,45.63405555,13.7815
2258,Alqueva ,Alqueva,,Portugal,Hydro,Dam on river with reservoir,240.0,39.38208335,-7.96486665
2259,Garona,Santa Maria Garona,,Spain,Nuclear,,466.0,42.77515,-3.20724583335
2260,Kozienice,Kozienice,,Poland,Coal,Sub-critical Thermal,2880.0,51.665361,21.465333
2261,Talarn,Talarn,,Spain,Hydro,Dam on river with reservoir,300.0,42.1827220783,0.906907529182
2262,Palladio (Fusina),Enel Andrea Palladio Fusina,,Italy,Coal,Sub-critical Thermal,960.0,45.4313945,12.2463165
2263,As Pontes,As Pontes,,Spain,Coal,Sub-critical Thermal,1400.0,43.4420165,-7.8613665
2264,Galileo Ferraris,Enel Galileo Ferraris Trino,,Italy,Natural Gas,Combined Cycle Gas Turbine,746.0,45.296679,8.1834135
2265,Spezia,Enel Spezia Eugenio Montale And,,Italy,Natural Gas,Thermal and CCGT,1280.0,44.1113555,9.873261
2266,Wloclawek,Wloclawek,,Poland,Hydro,Dam on river with reservoir,160.2,52.6522835004,19.1008512146
2267,Bielkowo,Bielkowo,,Poland,Hydro,Dam on river with reservoir,7.2,54.2649054849,18.5105522919
2268,Zydowo,Zydowo,,Poland,Hydro,Pumped Storage Power Plant,151.0,53.287542,16.7298775
2269,Ostroleka,Ostroleka B,,Poland,Coal,Sub-critical Thermal,647.0,53.101722,21.605514
2270,Komorany,Komorany Cioal,,Czech Republic,Coal,Sub-critical Thermal,237.0,50.522120835,13.571894445
2271,Opatovice,Opatovice,,Czech Republic,Coal,Sub-critical Thermal,363.0,50.12671528,15.7920125
2272,Pilchowice,Pilchowice,,Poland,Hydro,Dam on river with reservoir,7.5,50.9715101543,15.6416757202
2273,Sajoszoged,Sajoszoged Ocgt Hungary,,Hungary,Natural Gas,Open Cycle Gas Turbine,120.0,47.94465,20.985
2274,Ferrera Erbognone,Eni Ferrera Erbognone,,Italy,Natural Gas,Combined Cycle Gas Turbine,1030.0,45.1074295,8.8655735
2275,Bedzin,Bedzin,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,81.5,50.3142833214,19.1320761566
2276,Freimann,Freimann,,Germany,Natural Gas,Sub-critical Thermal,160.0,48.1631662749,11.5855957142
2277,Acerra,Acerra,,Italy,Oil,,100.0,40.9413065,14.380616
2278,Veltheim,Veltheim,,Germany,Coal,Sub-critical Thermal,320.0,52.189366955,8.9328474875
2279,Oroszlany,Oroszlany Hungary,,Hungary,Coal,Cogeneration Power and Heat Steam Turbine,240.0,47.494203,18.291175
2280,Jaworzno ,Jaworzno,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,1535.0,50.21,19.21715275
2281,Laziska,Laziska Polan,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,1155.0,50.133347,18.846236
2282,Bielsko Polnoc,Bielsko Polnoc Ec1,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,55.0,49.8425,19.04075
2283,Te Tol,Ljubljana Te Tol Chpp,,Slovenia,Coal,Sub-critical Thermal,124.0,46.0579805,14.5451125
2284,Brestanica,Brestanica Teb,,Slovenia,Natural Gas,Open Cycle Gas Turbine,323.0,46.283611,15.5273
2285,Kastraki,Kastraki,,Greece,Hydro,Dam on river with reservoir,320.0,38.68144445,21.3859889
2286,Linoperamata,Linoperamata Crete,,Greece,Oil,Gas Turbine,193.0,35.3405905,25.051733
2287,Platanovrisi,Platanovrisi,,Greece,Hydro,Dam on river with reservoir,122.0,41.25108335,24.42271665
2288,Hamm Uentrop,Hamm Uentrop,,Germany,Natural Gas,Power and Heat Combined Cycle Gas Turbine,850.0,51.6769629082,7.87484616699
2289,Gersteinwerk,Gersteinwerk,,Germany,Natural Gas,Combined Cycle Gas Turbine,1285.0,51.67329078,7.711038906
2290,Martinlaakso,Martinlaakso Finland,,Finland,Natural Gas,Sub-critical Thermal,195.0,60.282927,24.836959
2291,Kilforsen,Kilforsen,,Sweden,Hydro,Dam with run-of-river generation,288.0,63.48781665,16.83144
2292,Purmerend,Purmerend,,Netherlands,Natural Gas,Power and Heat Combined Cycle Gas Turbine,69.0,52.51783,4.99628
2293,Tresna,Tresna,,Poland,Hydro,Dam on river with reservoir,21.0,49.7423251681,19.2077748871
2294,Turow,Turow,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,1900.0,50.9483055,14.912028
2295,Dolna Odra,Dolna Odra,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,1772.0,53.206388,14.4656665
2296,Gorzow,Gorzow,,Poland,Natural Gas,Combined Cycle Gas Turbine,97.5,52.7490625,15.2680355
2297,Lodz ,Dalkia Lodz Ec,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,502.85,51.7554705,19.4803956667
2298,Kristiina,Kristiina Finland,,Finland,Coal,Sub-critical Thermal,452.0,62.264796213,21.3513806519
2299,Mussalo,Mussalo Finland,,Finland,Coal,Sub-critical Thermal,313.0,60.45093335,26.91423335
2300,Edling,Edling,,Austria,Hydro,Dam with run-of-river generation,87.0,46.58151665,14.4256
2301,Kaprun Haupstufe (Limberg),Kaprun Haupstufe,,Austria,Hydro,Dam on river with reservoir,240.0,47.2662732808,12.7497238205
2302,Randers,Randers Denmark,,Denmark,Coal,Sub-critical Thermal,52.0,56.46253335,10.04875
2303,Krsko,Krsko,,Slovenia,Hydro,Dam with run-of-river generation,39.1,45.9670728218,15.4867333969
2304,Ptolemais,Ptolemais,,Greece,Coal,Sub-critical Thermal,550.0,40.47998919,21.72811597
2305,Amyntaio,Aminteo Amyntaio,,Greece,Coal,Sub-critical Thermal,600.0,40.618892,21.683071
2306,Kardia,Kardia,,Greece,Coal,Sub-critical Thermal,1250.0,40.408826,21.786739
2307,Kremasta,Kremasta,,Greece,Hydro,Dam on river with reservoir,437.2,38.75384445,21.4515889
2308,Maasstroom,Maasstroom,,Netherlands,Natural Gas,Combined Cycle Gas Turbine,428.0,51.9063,4.4155835
2309,Pego,Pego,,Portugal,Coal,Sub-critical Thermal,628.0,39.46696344,-8.1109884695
2310,Tapada Do Outeiro,Tapada Outerio,,Portugal,Natural Gas,Combined Cycle Gas Turbine,990.0,41.06970435,-8.4602766055
2311,Salzburg Mitte,Salzburg Mitte,,Austria,Natural Gas,Power and Heat Combined Cycle Gas Turbine,83.7,47.8043028217,13.0409950676
2312,Karlshamn,Karlshamn Starno,,Sweden,Oil,Sub-critical Steam Turbine,1020.0,56.1614011831,14.8471920586
2313,Koralpe,Koralpe,,Austria,Hydro,Pumped Storage Power Plant,50.0,46.71111665,14.96466665
2314,Leibstadt,Leibstadt,,Switzerland,Nuclear,,1220.0,47.6021208135,8.18459667629
2315,Brasov,Cet Brasov Chpp,,Romania,Coal,Sub-critical Thermal,100.0,45.6622965,25.646364
2316,Goesgen,Goesgen,,Switzerland,Nuclear,,1020.0,47.3658555555,7.96688333335
2317,Mehrum,Mehrum,,Germany,Coal,Sub-critical Thermal,750.0,52.3150112,10.09220869
2318,Voerde,Voerde,,Germany,Coal,Sub-critical Thermal,2234.0,51.59026065,6.669659483
2319,Fuhren,Fuhren,,Switzerland,Hydro,,10.0,46.60525165,7.95018335
2320,Handeck,Handeck,,Switzerland,Hydro,Dam on a lake/Dam on river with reservoir/Pumped Storage Power Plant,291.0,46.6142583334,8.30688716666
2321,Plavinas,Plavinas Latvia,,Latvia,Hydro,Dam on river with reservoir,883.5,56.5938838049,25.2473683808
2322,Kegums,Kegums Latvia,,Latvia,Hydro,Dam with run-of-river generation,264.0,56.7427994343,24.7178440613
2323,Kaunas,Kaunas Lithuania,,Lithuania,Hydro,Dam on river with reservoir,100.8,54.88707,23.95
2324,Liter,Liter Ocgt Hungary,,Hungary,Natural Gas,Open Cycle Gas Turbine,120.0,47.104272,18.0094205
2325,Termoli Energia,Sorgenia Termoli,,Italy,Natural Gas,Combined Cycle Gas Turbine,765.0,41.937211,15.000778
2326,Herdecke Cuno,Herdecke,,Germany,Natural Gas,Combined Cycle Gas Turbine,417.0,51.4015,7.42386665
2327,Kops ,Kops,,Austria,Hydro,Dam on a lake/Pumped Storage Power Plant,697.0,46.974825,10.045655825
2328,Bielsko Biala,Bielsko Biala Ec1,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,77.0,49.8172245,19.0494315
2329,Lagisza,Lagisza Supercritical,,Poland,Coal,Cogeneration Power and Heat Steam Turbine/Super-critical Thermal,1300.0,50.3372083214,19.1335761566
2330,Halemba,Halemba,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,200.0,50.2452002374,18.8541578064
2331,Stalowa Wola,Tauron Stalowa Wola,,Poland,Coal,Sub-critical Thermal,250.0,50.55125,22.0738905
2332,Kiskore,Kiskore Hungary,,Hungary,Hydro,Dam on river with reservoir,28.0,47.496585,20.50785
2333,Maritza ,Maritsa,,Bulgaria,Coal,Sub-critical Thermal,120.0,42.0521855,25.623505
2334,Fyns,Fyns Denmark,,Denmark,Natural Gas,Sub-critical Thermal,397.0,55.428878255,10.405883775
2335,Willem Alexander,Buggenum Willem Alexander Igcc,,Netherlands,Natural Gas,Combined Cycle Gas Turbine,253.0,51.2280665,5.964722
2336,Amager,Amager Denmark,,Denmark,Coal,Sub-critical Thermal,438.0,55.68529594,12.626551275
2337,Poznan Karolin,Dalkia Poznan Karolin,,Poland,Coal,Sub-critical Thermal,275.0,52.4362055,16.988394
2338,Vilnius ,Vilnius Te Lithuania,,Lithuania,Natural Gas,Heat and Power Steam Turbine,360.0,54.6783818557,25.2178992538
2339,Durnrohr,Duernrohr,,Austria,Coal,Sub-critical Thermal,757.0,48.3358486395,15.9174315308
2340,Mellach,Mellach,,Austria,Coal,Cogeneration Power and Heat Steam Turbine,246.0,46.89741665,15.50253335
2341,Rodund,Rodund,,Austria,Hydro,Dam on a lake/Pumped Storage Power Plant,493.0,47.08394165,9.88230415
2342,Walgauwerk,Walgau,,Austria,Hydro,Water discharged from another project,94.0,47.1954454309,9.67569890614
2343,Vermunt,Vermunt,,Austria,Hydro,Water discharged from another project,157.0,46.96773335,10.0529
2344,Obervermunt,Obervermunt,,Austria,Hydro,Dam on a lake,29.0,46.94688335,10.0518
2345,Latschau,Latschau,,Austria,Hydro,Water discharged from another project,9.0,47.0742468948,9.87548262711
2346,Megalopolis,Megalopoli,,Greece,Coal,Sub-critical Thermal,850.0,37.4180645,22.1082915
2347,Stratos,Stratos,,Greece,Hydro,Dam on river with reservoir,156.7,38.64869445,21.3655389
2348,Florina,Florina,,Greece,Coal,Super-critical Thermal,330.0,40.7966856252,21.5056053908
2349,Pournari,Poyrnari,,Greece,Hydro,Dam on river with reservoir,300.0,39.1725278,21.0053889
2350,Agios Dimitrios,Aghios Dimitrios,,Greece,Coal,Sub-critical Thermal,1595.0,40.3926995,21.9271555
2351,Agios Georgios,Aglos Georgios,,Greece,Natural Gas,Sub-critical Thermal,360.0,37.9582,23.6150461
2352,Aliveri,Aliveri,,Greece,Oil,Sub-critical Steam Turbine,380.0,38.3897575,24.05237
2353,Agras,Agras,,Greece,Hydro,Barrage with run-of-river Generation,50.0,40.8059,22.0110278
2354,Komotini,Komotini,,Greece,Natural Gas,Combined Cycle Gas Turbine,485.0,41.064484,25.4895525
2355,Plastira,Plastira,,Greece,Hydro,Dam on river with reservoir,129.9,39.3008278,21.83393335
2356,Thisavros,Thesavros Thesaurus,,Greece,Hydro,Dam on river with reservoir,384.0,41.36897665,24.35849
2357,Sfikia,Sfikia,,Greece,Hydro,Dam on river with reservoir,315.0,40.43920555,22.25290555
2358,Romag Termo,Romag Termo Chpp,,Romania,Coal,Sub-critical Thermal,225.0,44.675422,22.6883165
2359,Werne (Gerstein K),Werne Gersteinwerk Block K,,Germany,Coal,Sub-critical Thermal,770.0,51.673671375,7.7181689815
2360,Matra,Matra Hungary,,Hungary,Coal,Sub-critical Thermal,950.0,47.7900145,20.065151
2361,Vrhovo,Vrhovo,,Slovenia,Hydro,Dam with run-of-river generation,34.2,46.056178,15.2038945
2362,Medvode,Medvode Poqwer,,Slovenia,Hydro,Dam on river with reservoir,25.0,46.1396165,14.4237665
2363,Mavcice,Mavcice,,Slovenia,Hydro,Dam on river with reservoir,38.0,46.1836665,14.4124835
2364,Rovinari,Rovinari,,Romania,Coal,Sub-critical Thermal,1320.0,44.9101125,23.13598745
2365,Isalnita,Isalnita,,Romania,Coal,Sub-critical Thermal,630.0,44.38714,23.71759
2366,Craiova,Craiova,,Romania,Coal,Sub-critical Thermal,300.0,44.346175,23.81536
2367,Bucharest Progresu,Cet Bucharest Progresu Chpp,,Romania,Natural Gas,Sub-critical Thermal,200.0,44.4021238096,26.1067811035
2368,Galati,Galati,,Romania,Natural Gas,Sub-critical Steam Turbine,535.0,45.4354805,27.9815945
2369,Mariselu,Mariselu,,Romania,Hydro,Dam on river with reservoir,221.0,46.71728335,23.3295
2370,Vianden,Vianden Luxembourg,,Luxembourg,Hydro,Pumped Storage Power Plant,1296.0,49.9434,6.19364445
2371,Donaustadt,Donaustadt,,Austria,Natural Gas,Power and Heat Combined Cycle Gas Turbine,529.0,48.2038288801,16.4176875405
2372,Leopoldau,Leopoldau,,Austria,Natural Gas,Power and Heat Combined Cycle Gas Turbine,155.0,48.221684,16.433616
2373,Niedzica,Niedzica,,Poland,Hydro,Pumped Storage Power Plant,92.8,49.4146398445,20.3127671875
2374,Adamow,Adamow,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,600.0,52.012111,18.5460555
2375,Patnow,Patnow,,Poland,Coal,Super-critical Thermal,464.0,52.3037435,18.234363
2376,Konin,Konin,,Poland,Coal,Sub-critical Thermal,488.0,52.283583,18.2705555
2377,Govora,Cet Govora Chpp,,Romania,Coal,Sub-critical Thermal,200.0,45.04,24.29
2378,Bradisor,Bradisor,,Romania,Hydro,Dam on river with reservoir,115.0,45.3549,24.1053
2379,Beaumont Sur Durance,Beaumont,,France,Hydro,Dam with run-of-river generation,44.0,43.735,5.753
2380,Innerfragant Wurten,Innerfragant,,Austria,Hydro,Dam on a lake,108.0,46.977,13.0509
2381,Kruonis,Kruonis Lithuania,,Lithuania,Hydro,Pumped Storage Power Plant,900.0,54.799,24.2475
2382,Rifawerk,Rifa,,Austria,Hydro,Water discharged from another project,7.0,46.9743,10.0433
2383,Mintia Deva,Mintia Deva,,Romania,Coal,Sub-critical Thermal,1285.0,45.9134,22.8254
2384,Paroseni,Paroseni Chpp,,Romania,Coal,Sub-critical Thermal,300.0,45.3647,23.261
2385,Malta Oberstufe,Malta Oberstufe,,Austria,Hydro,Pumped Storage Power Plant,120.0,47.0659,13.3539
2386,Mantova,Eni Mantova,,Italy,Natural Gas,Combined Cycle Gas Turbine,780.0,45.1492,10.835
2387,Brzeg Dolny (Waly Slaskie),Brzeg Dolny Waly Slaskie,,Poland,Hydro,Weir on a River,9.8,51.2605,16.7656
2388,Ruieni,Ruieni,,Romania,Hydro,Dam on river with reservoir,140.0,45.426,22.4757
2389,Remeti,Dragan Remeti,,Romania,Hydro,Dam on river with reservoir,146.0,46.7889,22.7156
2390,Gilceag,Galceag Oasa,,Romania,Hydro,Dam on river with reservoir,150.0,45.5879,23.6279
2391,Carrapatelo,Carrapatelo,,Portugal,Hydro,Dam with run-of-river generation,201.0,41.0849,-8.1306
2392,Valeira,Valeira,,Portugal,Hydro,Dam with run-of-river generation,216.0,41.1605,-7.3742
2393,Saint Cassien,Saint Cassien,,France,Hydro,Dam on a lake,21.7,43.602,6.841
2394,Bosdornau,Boesdornau,,Austria,Hydro,Dam with run-of-river generation,25.3,47.1516,11.8326
2395,Val Beneyte,Val Beynette,,France,Hydro,Dam on a lake,30.0,45.416,2.372
2396,Auzerette,Auzerette,,France,Hydro,Dam on a lake,29.0,45.365,2.646
2397,Caldeirao,Caldeirao,,Portugal,Hydro,Dam on river with reservoir,40.0,40.5316,-7.3297
2398,Jaruga,Jaruga,,Croatia,Hydro,Weir on a River,7.2,43.805,15.9626
2399,Vidraru,Vidraru,,Romania,Hydro,Dam on river with reservoir,220.0,45.3667,24.6307
2400,Eget,Egets,,France,Hydro,Dam on a lake,37.3,42.955,0.565
2401,Belmeken,Belmeken,,Bulgaria,Hydro,Pumped Storage Power Plant,375.0,42.1995,23.858
2402,Devin,Devin,,Bulgaria,Hydro,Water discharged from another project,80.0,41.7201,24.425
2403,Chaira,Chaira,,Bulgaria,Hydro,Pumped Storage Power Plant,864.0,42.1589,23.870845
2404,Orfeus,Orfeus Bulgeria,,Bulgaria,Hydro,Dam on river with reservoir,160.0,41.9404,24.4471
2405,Aleko,Aleko,,Bulgaria,Hydro,Water discharged from another project,66.0,42.1194,24.289
2406,Wkc Almere,Almere,,Netherlands,Natural Gas,Combined Cycle Gas Turbine,128.0,52.3883,5.2158
